hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,department,density,_merge
244,8,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANEKOUADIOKRO,Rural,abengourou,83.06103286384976,Matched (3)
240,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,abengourou,83.06103286384976,Matched (3)
237,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE,Urbain,abengourou,83.06103286384976,Matched (3)
234,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL-EXTENSION,Urbain,abengourou,83.06103286384976,Matched (3)
244,2,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANCIEN QUARTIER,Rural,abengourou,83.06103286384976,Matched (3)
251,1,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADDIS ABEBA,Urbain,abengourou,83.06103286384976,Matched (3)
250,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60240,KOUAMEZIANKRO,BAKARYKRO,Rural,abengourou,83.06103286384976,Matched (3)
252,5,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,,Rural,abengourou,83.06103286384976,Matched (3)
245,7,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,,Urbain,abengourou,83.06103286384976,Matched (3)
252,1,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU QUARTIER,Rural,abengourou,83.06103286384976,Matched (3)
251,7,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADIS ABEBA,Urbain,abengourou,83.06103286384976,Matched (3)
251,6,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,,Urbain,abengourou,83.06103286384976,Matched (3)
238,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,,MOSSIKRO,Urbain,abengourou,83.06103286384976,Matched (3)
249,2,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,AMPPROPRONOU,ALIKRO,Rural,abengourou,83.06103286384976,Matched (3)
236,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,KAFETOU,KAFETOU,Urbain,abengourou,83.06103286384976,Matched (3)
236,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,ABENGOUROU,CAFETOU,Urbain,abengourou,83.06103286384976,Matched (3)
246,12,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU NDRAMANKRO,,Rural,abengourou,83.06103286384976,Matched (3)
245,3,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,AGNIKRO,Urbain,abengourou,83.06103286384976,Matched (3)
241,7,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,AMANHIA,Urbain,abengourou,83.06103286384976,Matched (3)
248,7,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,abengourou,83.06103286384976,Matched (3)
236,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,CAFETOU,CAFETOU,Urbain,abengourou,83.06103286384976,Matched (3)
243,4,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,MOSSIKRO,Rural,abengourou,83.06103286384976,Matched (3)
251,10,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,,Urbain,abengourou,83.06103286384976,Matched (3)
248,3,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,NZIPRIKRO,Rural,abengourou,83.06103286384976,Matched (3)
250,11,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOUAME ZIANKRO,SINANKRO,Rural,abengourou,83.06103286384976,Matched (3)
251,12,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,,Urbain,abengourou,83.06103286384976,Matched (3)
248,1,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFAILIKRO,NZIPRIKRO,Rural,abengourou,83.06103286384976,Matched (3)
249,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60210,APPROMPRONOU,KONANKRO,Rural,abengourou,83.06103286384976,Matched (3)
243,5,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,MOSSIKRO,Rural,abengourou,83.06103286384976,Matched (3)
245,9,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,,Urbain,abengourou,83.06103286384976,Matched (3)
235,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL,Urbain,abengourou,83.06103286384976,Matched (3)
242,8,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,,Rural,abengourou,83.06103286384976,Matched (3)
239,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,abengourou,83.06103286384976,Matched (3)
241,2,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,AMELEKIA,Urbain,abengourou,83.06103286384976,Matched (3)
249,1,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPROMPRONOU,KONANKRO,Rural,abengourou,83.06103286384976,Matched (3)
236,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,ABENGOUROU,CAFETOU,Urbain,abengourou,83.06103286384976,Matched (3)
248,4,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,NZIPRIKRO,Rural,abengourou,83.06103286384976,Matched (3)
242,9,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,DIOULABOUGOU,Rural,abengourou,83.06103286384976,Matched (3)
238,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,abengourou,83.06103286384976,Matched (3)
242,2,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,KOUADIOKRO,Rural,abengourou,83.06103286384976,Matched (3)
249,11,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPROMPRONOU,ALIKRO,Rural,abengourou,83.06103286384976,Matched (3)
252,10,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,,Rural,abengourou,83.06103286384976,Matched (3)
252,6,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,,Rural,abengourou,83.06103286384976,Matched (3)
237,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE,Urbain,abengourou,83.06103286384976,Matched (3)
243,7,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ATTIEKRO,Rural,abengourou,83.06103286384976,Matched (3)
251,2,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADDIS ABEBA,Urbain,abengourou,83.06103286384976,Matched (3)
240,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,abengourou,83.06103286384976,Matched (3)
238,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,abengourou,83.06103286384976,Matched (3)
239,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,abengourou,83.06103286384976,Matched (3)
235,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL 1,Urbain,abengourou,83.06103286384976,Matched (3)
240,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,abengourou,83.06103286384976,Matched (3)
234,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,abengourou,83.06103286384976,Matched (3)
247,2,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFAILIKRO,PARADIS,Rural,abengourou,83.06103286384976,Matched (3)
237,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE,Urbain,abengourou,83.06103286384976,Matched (3)
248,12,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,abengourou,83.06103286384976,Matched (3)
240,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,abengourou,83.06103286384976,Matched (3)
248,11,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,abengourou,83.06103286384976,Matched (3)
246,7,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU N DRAMANKRO,,Rural,abengourou,83.06103286384976,Matched (3)
234,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,abengourou,83.06103286384976,Matched (3)
248,10,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,abengourou,83.06103286384976,Matched (3)
252,2,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU QUARTIER,Rural,abengourou,83.06103286384976,Matched (3)
110,3,1,grands-ponts,district autonome d'abidjan,abidjan,brofodoume,non communal,60100,BANGAKOI,KALIFAKOI,Rural,abidjan,2186.439386901997,Matched (3)
104,3,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,60070,ATTINGUIE,BORIBANA,Rural,abidjan,2186.439386901997,Matched (3)
1,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,10230,ABIDJAN,ABOBO BAOULE,Urbain,abidjan,2186.439386901997,Matched (3)
89,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11350,GESCO MANUTENTION,,Urbain,abidjan,2186.439386901997,Matched (3)
60,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,350,MARCORY,BROU FULGENCE,Urbain,abidjan,2186.439386901997,Matched (3)
50,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MAIRIE,Urbain,abidjan,2186.439386901997,Matched (3)
8,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4200,ABIDJAN,AVOCATIER AGNISSANKOI,Urbain,abidjan,2186.439386901997,Matched (3)
26,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,90,ADJAME,VILLAGE,Urbain,abidjan,2186.439386901997,Matched (3)
7,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4190,ABIDJAN,AVOCATIER N'GUESSANKOI,Urbain,abidjan,2186.439386901997,Matched (3)
88,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,GARE SUD SODECI,WASSAKARA,Urbain,abidjan,2186.439386901997,Matched (3)
104,4,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,60070,ATTINGUIE,BORIBANA,Rural,abidjan,2186.439386901997,Matched (3)
103,7,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,1160,ANYAMA,ZOSSONKOI,Urbain,abidjan,2186.439386901997,Matched (3)
53,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2060,KOUMASSI,PROGRES,Urbain,abidjan,2186.439386901997,Matched (3)
27,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,200,ADJAME,SAINT-MICHEL,Urbain,abidjan,2186.439386901997,Matched (3)
96,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,12390,NIANGON SUD,OSSIBISSA,Urbain,abidjan,2186.439386901997,Matched (3)
16,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,ABOBO,AGBEKOI,Urbain,abidjan,2186.439386901997,Matched (3)
27,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,200,ADJAME,SAINT MICHEL,Urbain,abidjan,2186.439386901997,Matched (3)
38,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1010,MPOUTO,MPOUTO,Urbain,abidjan,2186.439386901997,Matched (3)
28,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,550,ADJAME,CIMETIERE,Urbain,abidjan,2186.439386901997,Matched (3)
79,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1072,YOPOUGON,GESCO MANUTENTION,Urbain,abidjan,2186.439386901997,Matched (3)
22,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9470,ABOBO,SANS MANQUER,Urbain,abidjan,2186.439386901997,Matched (3)
78,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,10100,YOPOUGON,YOPOUGON GESCO MANUTENTION,Urbain,abidjan,2186.439386901997,Matched (3)
31,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2530,ADJAME,WILLIAMSVILLE3,Urbain,abidjan,2186.439386901997,Matched (3)
21,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9210,ABOBO,ABOBOTE,Urbain,abidjan,2186.439386901997,Matched (3)
46,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4180,ABIDJAN,DJOROGOBITE,Urbain,abidjan,2186.439386901997,Matched (3)
57,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3810,KOUMASSI,CAMPEMENT,Urbain,abidjan,2186.439386901997,Matched (3)
82,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2760,YOPOUGON,PORT BOUET 2,Urbain,abidjan,2186.439386901997,Matched (3)
28,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,550,ADJAME,CIMETIERE,Urbain,abidjan,2186.439386901997,Matched (3)
91,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11660,ZONE INDUSTRIELLE,AN 2000,Urbain,abidjan,2186.439386901997,Matched (3)
30,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,235,ADJAME,SODECI FILTISAC,Urbain,abidjan,2186.439386901997,Matched (3)
62,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,ANOUMAMBO,ANOUMAMBO,Urbain,abidjan,2186.439386901997,Matched (3)
51,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1910,KOUMASSI,REMBLAIS,Urbain,abidjan,2186.439386901997,Matched (3)
54,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2280,KOUMASSI,PROGRES,Urbain,abidjan,2186.439386901997,Matched (3)
95,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,12141,ZONE INDUSTRIELLE,GOURO,Urbain,abidjan,2186.439386901997,Matched (3)
6,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,abidjan,2186.439386901997,Matched (3)
22,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9470,ABOBO,SANS MANQUER,Urbain,abidjan,2186.439386901997,Matched (3)
39,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1020,MPOUTO,MPOUTO,Urbain,abidjan,2186.439386901997,Matched (3)
81,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1710,YOPOUGON,YOPOUGON ATTIE,Urbain,abidjan,2186.439386901997,Matched (3)
26,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,90,ADJAME,ADJAME VILLAGE,Urbain,abidjan,2186.439386901997,Matched (3)
30,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2352,ADJAME,ADJAME SODECI FILTISAC,Urbain,abidjan,2186.439386901997,Matched (3)
60,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,360,MARCORY,BROU FULGENCE,Urbain,abidjan,2186.439386901997,Matched (3)
57,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3810,KOUMASSI,NORD EST,Urbain,abidjan,2186.439386901997,Matched (3)
31,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2530,ADJAME,WILLIAMSVILLE,Urbain,abidjan,2186.439386901997,Matched (3)
31,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2530,ADJAME,WILLIAMSVILLE 3,Urbain,abidjan,2186.439386901997,Matched (3)
47,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4260,ABIDJAN,DJOROBITE 1,Urbain,abidjan,2186.439386901997,Matched (3)
70,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2580,PORT BOUET,JEAN FOLLY,Urbain,abidjan,2186.439386901997,Matched (3)
31,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2530,ADJAME,ADJAME WILLIAMSVILLE 3,Urbain,abidjan,2186.439386901997,Matched (3)
79,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1072,YOPOUGON,GESCO MANUTENTION,Urbain,abidjan,2186.439386901997,Matched (3)
107,12,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,173,BINGERVILLE,BLACHON,Urbain,abidjan,2186.439386901997,Matched (3)
32,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2830,ADJAME,PAILLET,Urbain,abidjan,2186.439386901997,Matched (3)
6,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,abidjan,2186.439386901997,Matched (3)
1,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,10230,ABIDJAN,ABOBO BAOULE,Urbain,abidjan,2186.439386901997,Matched (3)
32,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2830,ADJAME,PAILLET,Urbain,abidjan,2186.439386901997,Matched (3)
55,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2440,KOUMASSI,KOUMASSI GRAND MARCHE,Urbain,abidjan,2186.439386901997,Matched (3)
40,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,60,COCODY,BLOCKAUSS,Urbain,abidjan,2186.439386901997,Matched (3)
81,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1710,YOPOUGON,YOPOUGON ATTIE,Urbain,abidjan,2186.439386901997,Matched (3)
42,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,DANGA,DANGA,Urbain,abidjan,2186.439386901997,Matched (3)
83,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,4430,TOIT ROUGE,ASSONVON,Urbain,abidjan,2186.439386901997,Matched (3)
92,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11700,ZONE INDUSTRIELLE,AN 2000,Urbain,abidjan,2186.439386901997,Matched (3)
33,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,abidjan,2186.439386901997,Matched (3)
72,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,4140,PORT BOUET,ANANOU,Urbain,abidjan,2186.439386901997,Matched (3)
26,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,90,ADJAME,ADJAME VILLAGE,Urbain,abidjan,2186.439386901997,Matched (3)
8,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4200,ABIDJAN,AGNISSANKOI AVOCATIER,Urbain,abidjan,2186.439386901997,Matched (3)
70,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2580,PORT BOUET,JEAN FOLLY,Urbain,abidjan,2186.439386901997,Matched (3)
91,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11660,ZONE INDUSTRIELLE,AN 2000,Urbain,abidjan,2186.439386901997,Matched (3)
33,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,abidjan,2186.439386901997,Matched (3)
33,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE3,Urbain,abidjan,2186.439386901997,Matched (3)
102,6,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,580,PALMERAIE,PALMERAIE,Urbain,abidjan,2186.439386901997,Matched (3)
98,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9330,GESCO MANUTENTION,BONIKRO,Urbain,abidjan,2186.439386901997,Matched (3)
41,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1440,BONOUMIN,BONOUMIN,Urbain,abidjan,2186.439386901997,Matched (3)
63,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,860,ANOUMAMBO,ANOUMAMBO,Urbain,abidjan,2186.439386901997,Matched (3)
15,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6560,ABOBO,AGBEKOI,Urbain,abidjan,2186.439386901997,Matched (3)
5,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4111,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,abidjan,2186.439386901997,Matched (3)
31,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2530,ADJAME,ADJAME WILLIAMSVILLE 3,Urbain,abidjan,2186.439386901997,Matched (3)
97,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9230,ADIOPODOUME,ADIOPODOUME,Urbain,abidjan,2186.439386901997,Matched (3)
73,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,290,TREICHVILLE,BIAFRA,Urbain,abidjan,2186.439386901997,Matched (3)
24,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,20,ADJAME,ADJAME DALLAS,Urbain,abidjan,2186.439386901997,Matched (3)
95,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,12141,ZONE INDUSTRIELLE,ZOMPLEU,Urbain,abidjan,2186.439386901997,Matched (3)
